"Fiyat","Oda Sayısı","Bulunduğu Kat","Brüt Metrekare","Binanın Yaşı","Binanın Kat Sayısı","Sehir","Ilce"
"4250000","4","8","140","16-20","8","İzmir","Balçova"
"2200000","4","3","125","21 Ve Üzeri","3","İzmir","Balçova"
"3250000","3","4","80","2","4","İzmir","Balçova"
"3900000","3","1","110","0 (Yeni)","5","İzmir","Balçova"
"4250000","3","1","110","0 (Yeni)","5","İzmir","Balçova"
"1900000","3","1","90","21 Ve Üzeri","5","İzmir","Balçova"
"3400000","4","2","147","21 Ve Üzeri","3","İzmir","Balçova"
"3400000","4","3","147","21 Ve Üzeri","4","İzmir","Balçova"
"2500000","3","2","110","21 Ve Üzeri","3","İzmir","Balçova"
"2400000","3","5","130","21 Ve Üzeri","5","İzmir","Balçova"
"4500000","4","6","170","21 Ve Üzeri","9","İzmir","Balçova"
"6250000","4","3","180","16-20","4","İzmir","Balçova"
"4500000","3","1","90","5-10","4","İzmir","Balçova"
"3300000","4","4","130","21 Ve Üzeri","4","İzmir","Balçova"
"2300000","4","1","190","21 Ve Üzeri","4","İzmir","Balçova"
"3750000","3","1","105","5-10","4","İzmir","Balçova"
"3250000","4","3","130","21 Ve Üzeri","4","İzmir","Balçova"
"2200000","3","1","160","21 Ve Üzeri","4","İzmir","Balçova"
"3950000","3","1","110","5-10","4","İzmir","Balçova"
"2350000","3","2","100","21 Ve Üzeri","4","İzmir","Balçova"
"2990000","3","2","100","21 Ve Üzeri","7","İzmir","Balçova"
"3600000","4","3","147","21 Ve Üzeri","4","İzmir","Balçova"
"3250000","4","3","130","21 Ve Üzeri","4","İzmir","Balçova"
"2200000","3","1","160","21 Ve Üzeri","4","İzmir","Balçova"
"5000000","3","4","100","4","4","İzmir","Balçova"
"2500000","3","2","80","21 Ve Üzeri","2","İzmir","Balçova"
"4300000","4","1","145","21 Ve Üzeri","5","İzmir","Balçova"
"2990000","4","1","120","21 Ve Üzeri","4","İzmir","Balçova"
"3500000","4","1","190","21 Ve Üzeri","4","İzmir","Balçova"
"2900000","3","3","120","21 Ve Üzeri","3","İzmir","Balçova"
"2940000","4","3","130","21 Ve Üzeri","4","İzmir","Balçova"
"2500000","4","2","160","21 Ve Üzeri","6","İzmir","Balçova"
"4500000","3","4","120","0 (Yeni)","4","İzmir","Balçova"
"4250000","3","4","110","0 (Yeni)","4","İzmir","Balçova"
"4350000","4","2","130","21 Ve Üzeri","5","İzmir","Balçova"
"3500000","3","2","120","5-10","3","İzmir","Balçova"
"8500000","4","7","185","21 Ve Üzeri","8","İzmir","Balçova"
"3750000","3","3","110","21 Ve Üzeri","5","İzmir","Balçova"
"3100000","3","3","95","21 Ve Üzeri","5","İzmir","Balçova"
"1400000","3","0","70","21 Ve Üzeri","2","İzmir","Balçova"
"8250000","5","6","190","21 Ve Üzeri","9","İzmir","Balçova"
"4200000","4","2","120","21 Ve Üzeri","4","İzmir","Balçova"
"2600000","4","3","125","21 Ve Üzeri","3","İzmir","Balçova"
"3700000","4","4","145","21 Ve Üzeri","6","İzmir","Balçova"
"3600000","4","2","130","21 Ve Üzeri","4","İzmir","Balçova"
"3250000","2","1","45","0 (Yeni)","4","İzmir","Balçova"
"2780000","2","2","45","0 (Yeni)","3","İzmir","Balçova"
"3000000","4","3","145","21 Ve Üzeri","4","İzmir","Balçova"
"3200000","4","3","145","21 Ve Üzeri","4","İzmir","Balçova"
"1850000","4","3","120","21 Ve Üzeri","4","İzmir","Balçova"
"5600000","3","3","125","5-10","3","İzmir","Balçova"
"2350000","4","4","120","21 Ve Üzeri","4","İzmir","Balçova"
"3500000","4","4","150","16-20","4","İzmir","Balçova"
"2950000","4","3","120","21 Ve Üzeri","4","İzmir","Balçova"
"4800000","4","1","200","16-20","5","İzmir","Balçova"
"2000000","3","5","90","21 Ve Üzeri","5","İzmir","Balçova"
"1850000","4","0","115","21 Ve Üzeri","4","İzmir","Balçova"
"4300000","4","1","145","21 Ve Üzeri","5","İzmir","Balçova"
"4000000","4","2","156","21 Ve Üzeri","5","İzmir","Balçova"
"2250000","3","1","100","21 Ve Üzeri","4","İzmir","Balçova"
"2550000","3","2","110","21 Ve Üzeri","4","İzmir","Balçova"
"3000000","3","2","90","16-20","4","İzmir","Balçova"
"2750000","4","2","125","21 Ve Üzeri","4","İzmir","Balçova"
"2800000","4","2","115","21 Ve Üzeri","5","İzmir","Balçova"
"3000000","4","2","140","21 Ve Üzeri","5","İzmir","Balçova"
"3350000","4","4","150","21 Ve Üzeri","4","İzmir","Balçova"
"2200000","3","-1","100","11-15","4","İzmir","Balçova"
"2900000","4","2","110","21 Ve Üzeri","4","İzmir","Balçova"
"2050000","3","0","100","21 Ve Üzeri","4","İzmir","Balçova"
"2000000","4","0","150","21 Ve Üzeri","4","İzmir","Balçova"
"6000000","4","5","150","5-10","6","İzmir","Balçova"
"3500000","4","3","147","21 Ve Üzeri","6","İzmir","Balçova"
"2250000","3","3","90","21 Ve Üzeri","3","İzmir","Balçova"
"3100000","3","3","100","5-10","3","İzmir","Balçova"
"3600000","4","4","150","21 Ve Üzeri","5","İzmir","Balçova"
"2000000","4","4","100","21 Ve Üzeri","4","İzmir","Balçova"
"2350000","3","1","100","21 Ve Üzeri","4","İzmir","Balçova"
"3000000","4","2","135","21 Ve Üzeri","4","İzmir","Balçova"
"4500000","4","3","150","21 Ve Üzeri","3","İzmir","Balçova"
"3100000","3","3","95","21 Ve Üzeri","5","İzmir","Balçova"
"4000000","4","2","140","2","4","İzmir","Balçova"
"2700000","4","3","130","21 Ve Üzeri","5","İzmir","Balçova"
"2375000","4","3","130","21 Ve Üzeri","3","İzmir","Balçova"
"1850000","3","0","100","21 Ve Üzeri","4","İzmir","Balçova"
"2650000","4","3","131","21 Ve Üzeri","4","İzmir","Balçova"
"7500000","4","2","147","21 Ve Üzeri","5","İzmir","Balçova"
"2375000","4","4","130","21 Ve Üzeri","4","İzmir","Balçova"
"3100000","3","4","115","21 Ve Üzeri","4","İzmir","Balçova"
"2850000","4","1","120","21 Ve Üzeri","4","İzmir","Balçova"
"5500000","4","7","155","11-15","8","İzmir","Balçova"
"3500000","4","1","190","21 Ve Üzeri","4","İzmir","Balçova"
"2000000","3","1","100","21 Ve Üzeri","4","İzmir","Balçova"
"3500000","4","1","140","21 Ve Üzeri","7","İzmir","Balçova"
"3250000","3","3","135","16-20","4","İzmir","Balçova"
"3600000","4","4","180","21 Ve Üzeri","5","İzmir","Balçova"
"4000000","3","1","105","11-15","3","İzmir","Balçova"
"2350000","4","2","150","21 Ve Üzeri","3","İzmir","Balçova"
"3249000","4","2","135","21 Ve Üzeri","4","İzmir","Balçova"
"2500000","2","3","85","0 (Yeni)","4","İzmir","Balçova"
"3000000","4","1","120","21 Ve Üzeri","4","İzmir","Balçova"
"3500000","4","1","167","21 Ve Üzeri","4","İzmir","Balçova"
"1850000","3","-1","80","16-20","5","İzmir","Balçova"
"3750000","4","1","130","21 Ve Üzeri","10","İzmir","Balçova"
"4100000","4","1","135","21 Ve Üzeri","6","İzmir","Balçova"
"3750000","4","3","135","21 Ve Üzeri","6","İzmir","Balçova"
"1850000","4","3","120","21 Ve Üzeri","4","İzmir","Balçova"
"2600000","4","2","124","21 Ve Üzeri","4","İzmir","Balçova"
"4000000","4","5","165","3","6","İzmir","Balçova"
"3700000","4","1","130","21 Ve Üzeri","7","İzmir","Balçova"
"3000000","4","2","135","21 Ve Üzeri","4","İzmir","Balçova"
"3800000","4","4","160","21 Ve Üzeri","4","İzmir","Balçova"
"2500000","3","3","90","21 Ve Üzeri","4","İzmir","Balçova"
"7000000","5","5","190","21 Ve Üzeri","6","İzmir","Balçova"
"2800000","2","1","90","1","4","İzmir","Balçova"
"3500000","3","7","95","0 (Yeni)","7","İzmir","Balçova"
"3700000","4","2","190","21 Ve Üzeri","3","İzmir","Balçova"
"3150000","4","2","145","21 Ve Üzeri","5","İzmir","Balçova"
"2950000","3","2","85","16-20","5","İzmir","Balçova"
"1825000","3","1","90","21 Ve Üzeri","5","İzmir","Balçova"
"2150000","3","3","110","11-15","3","İzmir","Balçova"
"8500000","5","3","190","21 Ve Üzeri","9","İzmir","Balçova"
"3600000","4","3","105","21 Ve Üzeri","3","İzmir","Balçova"
"2750000","4","4","130","21 Ve Üzeri","4","İzmir","Balçova"
"2100000","3","1","120","21 Ve Üzeri","3","İzmir","Balçova"
"4100000","3","1","100","0 (Yeni)","4","İzmir","Balçova"
"7200000","4","1","200","2","3","İzmir","Balçova"
"2950000","4","3","160","21 Ve Üzeri","5","İzmir","Balçova"
"4550000","3","2","145","16-20","5","İzmir","Balçova"
"4750000","4","1","140","3","3","İzmir","Balçova"
"4750000","4","1","140","3","3","İzmir","Balçova"
"2500000","3","2","120","21 Ve Üzeri","4","İzmir","Balçova"
"3000000","4","4","115","21 Ve Üzeri","4","İzmir","Balçova"
"2000000","4","3","120","21 Ve Üzeri","4","İzmir","Balçova"
"2800000","3","2","100","5-10","4","İzmir","Balçova"
"2850000","3","1","150","21 Ve Üzeri","4","İzmir","Balçova"
"4000000","4","2","151","21 Ve Üzeri","6","İzmir","Balçova"
"3100000","4","3","145","21 Ve Üzeri","4","İzmir","Balçova"
"2100000","4","4","130","21 Ve Üzeri","4","İzmir","Balçova"
"3150000","3","4","100","5-10","4","İzmir","Balçova"
"4500000","4","7","145","16-20","7","İzmir","Balçova"
"8000000","5","6","200","21 Ve Üzeri","10","İzmir","Balçova"
"3000000","4","1","160","21 Ve Üzeri","3","İzmir","Balçova"
"3000000","4","1","160","21 Ve Üzeri","3","İzmir","Balçova"
"4150000","3","1","130","5-10","4","İzmir","Balçova"
"3000000","4","3","100","21 Ve Üzeri","5","İzmir","Balçova"
"3650000","3","3","85","5-10","4","İzmir","Balçova"
"1700000","4","1","130","16-20","3","İzmir","Bayındır"
"2750000","3","2","111","21 Ve Üzeri","2","İzmir","Bayındır"
"3049000","4","3","130","5-10","3","İzmir","Bayındır"
"1300000","4","0","130","16-20","4","İzmir","Bayındır"
"1600000","4","4","100","16-20","4","İzmir","Bayındır"
"2100000","3","0","84","3","3","İzmir","Bayındır"
"800000","2","1","86","0 (Yeni)","1","İzmir","Bayındır"
"1500000","3","4","90","21 Ve Üzeri","4","İzmir","Bayındır"
"2750000","4","1","136","11-15","3","İzmir","Bayındır"
"650000","4","1","150","21 Ve Üzeri","1","İzmir","Bayındır"
"1950000","4","2","100","16-20","2","İzmir","Bayındır"
"1850000","3","1","100","21 Ve Üzeri","4","İzmir","Bayındır"
"2850000","4","2","135","5-10","3","İzmir","Bayındır"
"2500000","4","1","135","21 Ve Üzeri","3","İzmir","Bayındır"
"2750000","4","1","156","0 (Yeni)","3","İzmir","Bayındır"
"2850000","4","3","130","5-10","3","İzmir","Bayındır"
"930000","4","1","120","21 Ve Üzeri","4","İzmir","Bayındır"
"3500000","4","2","145","0 (Yeni)","3","İzmir","Bayındır"
"2000000","4","3","91","21 Ve Üzeri","3","İzmir","Bayındır"
"1400000","4","1","160","5-10","2","İzmir","Bayındır"
"2800000","7","2","147","21 Ve Üzeri","3","İzmir","Bayındır"
"900000","3","1","100","16-20","4","İzmir","Bayındır"
"5500000","4","1","145","11-15","6","İzmir","Bayraklı"
"2900000","3","7","90","0 (Yeni)","9","İzmir","Bayraklı"
"4200000","4","2","150","11-15","7","İzmir","Bayraklı"
"5900000","3","8","100","0 (Yeni)","9","İzmir","Bayraklı"
"3190000","4","5","130","21 Ve Üzeri","8","İzmir","Bayraklı"
"2590000","4","5","120","21 Ve Üzeri","7","İzmir","Bayraklı"
"3950000","4","6","170","21 Ve Üzeri","7","İzmir","Bayraklı"
"3390000","4","2","140","16-20","7","İzmir","Bayraklı"
"2550000","3","3","95","5-10","3","İzmir","Bayraklı"
"4750000","4","4","145","21 Ve Üzeri","7","İzmir","Bayraklı"
"2800000","4","2","130","21 Ve Üzeri","7","İzmir","Bayraklı"
"2800000","4","1","120","5-10","4","İzmir","Bayraklı"
"1700000","3","1","75","5-10","4","İzmir","Bayraklı"
"3850000","4","7","110","0 (Yeni)","9","İzmir","Bayraklı"
"2250000","3","0","95","5-10","3","İzmir","Bayraklı"
"3300000","4","1","120","21 Ve Üzeri","3","İzmir","Bayraklı"
"2745000","4","7","140","21 Ve Üzeri","7","İzmir","Bayraklı"
"2450000","3","1","110","2","5","İzmir","Bayraklı"
"2550000","3","3","90","11-15","3","İzmir","Bayraklı"
"4100000","4","-2","160","11-15","5","İzmir","Bayraklı"
"2900000","3","2","100","4","4","İzmir","Bayraklı"
"1500000","3","3","51","4","3","İzmir","Bayraklı"
"2150000","3","3","85","11-15","4","İzmir","Bayraklı"
"3300000","4","1","145","21 Ve Üzeri","8","İzmir","Bayraklı"
"2800000","4","2","130","21 Ve Üzeri","7","İzmir","Bayraklı"
"4500000","4","2","150","16-20","8","İzmir","Bayraklı"
"1950000","4","1","240","4","3","İzmir","Bayraklı"
"3250000","4","4","150","21 Ve Üzeri","10","İzmir","Bayraklı"
"5750000","4","5","160","5-10","7","İzmir","Bayraklı"
"2950000","4","2","130","5-10","4","İzmir","Bayraklı"
"4400000","4","0","145","5-10","6","İzmir","Bayraklı"
"2550000","3","2","100","21 Ve Üzeri","4","İzmir","Bayraklı"
"3050000","4","10","135","0 (Yeni)","17","İzmir","Bayraklı"
"6395000","4","3","165","5-10","7","İzmir","Bayraklı"
"4100000","4","2","145","5-10","9","İzmir","Bayraklı"
"3500000","4","1","145","5-10","9","İzmir","Bayraklı"
"2880000","4","1","155","5-10","7","İzmir","Bayraklı"
"2150000","3","5","100","21 Ve Üzeri","5","İzmir","Bayraklı"
"2600000","4","2","130","21 Ve Üzeri","7","İzmir","Bayraklı"
"2000000","3","0","100","16-20","4","İzmir","Bayraklı"
"3185000","4","4","130","21 Ve Üzeri","7","İzmir","Bayraklı"
"2750000","4","2","120","1","3","İzmir","Bayraklı"
"4550000","4","8","170","21 Ve Üzeri","10","İzmir","Bayraklı"
"2350000","3","3","100","21 Ve Üzeri","7","İzmir","Bayraklı"
"7200000","4","1","127","5-10","7","İzmir","Bayraklı"
"3750000","4","1","155","0 (Yeni)","6","İzmir","Bayraklı"
"2600000","4","5","130","21 Ve Üzeri","6","İzmir","Bayraklı"
"2668000","3","2","90","5-10","3","İzmir","Bayraklı"
"4200000","4","3","160","5-10","6","İzmir","Bayraklı"
"1250000","3","-1","109","21 Ve Üzeri","4","İzmir","Bayraklı"
"2100000","3","-1","80","5-10","5","İzmir","Bayraklı"
"3100000","4","2","130","21 Ve Üzeri","7","İzmir","Bayraklı"
"6900000","2","20","74","5-10","30","İzmir","Bayraklı"
"3400000","4","3","125","5-10","5","İzmir","Bayraklı"
"3500000","4","8","160","16-20","10","İzmir","Bayraklı"
"1958000","4","0","130","11-15","3","İzmir","Bayraklı"
"4100000","4","1","120","0 (Yeni)","8","İzmir","Bayraklı"
"1750000","4","1","110","0 (Yeni)","5","İzmir","Bayraklı"
"2700000","4","1","96","5-10","4","İzmir","Bayraklı"
"3200000","4","2","121","16-20","5","İzmir","Bayraklı"
"3250000","4","2","137","0 (Yeni)","17","İzmir","Bayraklı"
"3100000","4","8","150","21 Ve Üzeri","8","İzmir","Bayraklı"
"2900000","4","1","140","21 Ve Üzeri","10","İzmir","Bayraklı"
"3000000","4","1","130","21 Ve Üzeri","5","İzmir","Bayraklı"
"1675000","4","3","100","16-20","3","İzmir","Bayraklı"
"4000000","5","3","130","21 Ve Üzeri","4","İzmir","Bayraklı"
"3200000","5","4","171","5-10","4","İzmir","Bayraklı"
"2300000","4","3","130","0 (Yeni)","4","İzmir","Bayraklı"
"2100000","3","3","75","0 (Yeni)","4","İzmir","Bayraklı"
"2500000","3","3","75","0 (Yeni)","4","İzmir","Bayraklı"
"3750000","3","3","135","5-10","4","İzmir","Bayraklı"
"3300000","4","3","105","4","3","İzmir","Bayraklı"
"3100000","3","3","105","4","3","İzmir","Bayraklı"
"7200000","2","20","74","5-10","46","İzmir","Bayraklı"
"2200000","3","3","80","2","3","İzmir","Bayraklı"
"3150000","4","2","140","5-10","3","İzmir","Bayraklı"
"2500000","4","1","137","16-20","7","İzmir","Bayraklı"
"3500000","4","2","140","21 Ve Üzeri","8","İzmir","Bayraklı"
"2900000","4","2","135","4","6","İzmir","Bayraklı"
"1950000","2","3","55","0 (Yeni)","6","İzmir","Bayraklı"
"2300000","3","3","85","5-10","3","İzmir","Bayraklı"
"2550000","4","1","100","2","6","İzmir","Bayraklı"
"2500000","3","1","90","0 (Yeni)","6","İzmir","Bayraklı"
"3500000","3","3","75","4","4","İzmir","Bayraklı"
"2200000","2","3","65","1","4","İzmir","Bayraklı"
"1650000","3","2","51","4","2","İzmir","Bayraklı"
"2300000","3","3","85","0 (Yeni)","4","İzmir","Bayraklı"
"4500000","4","5","155","5-10","6","İzmir","Bayraklı"
"2300000","3","2","97","4","4","İzmir","Bayraklı"
"2800000","4","5","125","21 Ve Üzeri","7","İzmir","Bayraklı"
"2150000","4","1","120","2","3","İzmir","Bayraklı"
"2250000","2","2","70","0 (Yeni)","5","İzmir","Bayraklı"
"4200000","4","7","145","11-15","9","İzmir","Bayraklı"
"2050000","4","1","130","5-10","3","İzmir","Bayraklı"
"4000000","4","6","150","16-20","9","İzmir","Bayraklı"
"3500000","4","6","140","21 Ve Üzeri","7","İzmir","Bayraklı"
"9500000","4","6","150","16-20","6","İzmir","Bayraklı"
"2750000","3","2","90","3","5","İzmir","Bayraklı"
"2750000","3","4","120","5-10","4","İzmir","Bayraklı"
"2590000","3","4","75","2","6","İzmir","Bayraklı"
"1840000","3","2","95","0 (Yeni)","4","İzmir","Bayraklı"
"4000000","4","3","135","0 (Yeni)","5","İzmir","Bayraklı"
"6500000","4","4","180","0 (Yeni)","17","İzmir","Bayraklı"
"2300000","2","2","60","0 (Yeni)","5","İzmir","Bayraklı"
"5750000","4","5","170","11-15","8","İzmir","Bayraklı"
"1570000","3","4","105","21 Ve Üzeri","4","İzmir","Bayraklı"
"2350000","3","1","82","21 Ve Üzeri","4","İzmir","Bayraklı"
"3115000","3","1","120","2","2","İzmir","Bayraklı"
"1850000","3","3","95","0 (Yeni)","3","İzmir","Bayraklı"
"6500000","4","5","120","4","8","İzmir","Bayraklı"
"2400000","4","2","110","21 Ve Üzeri","7","İzmir","Bayraklı"
"3450000","2","8","55","5-10","18","İzmir","Bayraklı"
"4250000","4","7","137","5-10","8","İzmir","Bayraklı"
"3100000","3","2","105","5-10","8","İzmir","Bayraklı"
"6000000","4","3","120","0 (Yeni)","7","İzmir","Bayraklı"
"4750000","3","3","136","21 Ve Üzeri","3","İzmir","Bayraklı"
"3250000","3","1","115","4","7","İzmir","Bayraklı"
"4200000","3","8","105","5-10","8","İzmir","Bayraklı"
"3450000","4","2","135","4","8","İzmir","Bayraklı"
"3850000","4","2","115","0 (Yeni)","3","İzmir","Bayraklı"
"1650000","3","4","90","5-10","4","İzmir","Bayraklı"
"3450000","4","2","135","4","8","İzmir","Bayraklı"
"1850000","3","2","75","3","3","İzmir","Bayraklı"
"1900000","4","1","107","21 Ve Üzeri","4","İzmir","Bayraklı"
"3500000","4","1","120","21 Ve Üzeri","3","İzmir","Bayraklı"
"2425000","3","2","85","2","3","İzmir","Bayraklı"
"1650000","3","2","80","0 (Yeni)","4","İzmir","Bayraklı"
"2300000","3","2","85","11-15","3","İzmir","Bayraklı"
"3000000","4","2","100","5-10","4","İzmir","Bayraklı"
"2800000","3","1","105","4","4","İzmir","Bayraklı"
"1000000","3","0","80","21 Ve Üzeri","4","İzmir","Bayraklı"
"4180000","3","1","121","5-10","7","İzmir","Bayraklı"
"1530000","2","3","75","3","3","İzmir","Bayraklı"
"2300000","4","1","120","21 Ve Üzeri","7","İzmir","Bayraklı"
"3400000","4","3","130","21 Ve Üzeri","6","İzmir","Bayraklı"
"3145000","4","3","170","16-20","8","İzmir","Bayraklı"
"3840000","4","4","120","5-10","5","İzmir","Bayraklı"
"4400000","4","1","180","21 Ve Üzeri","9","İzmir","Bayraklı"
"2050000","3","3","80","0 (Yeni)","4","İzmir","Bayraklı"
"1750000","3","2","80","11-15","4","İzmir","Bayraklı"
"2025000","6","3","190","11-15","3","İzmir","Bayraklı"
"5900000","6","3","255","2","4","İzmir","Bayraklı"
"3750000","4","7","140","5-10","8","İzmir","Bayraklı"
"2500000","3","1","100","0 (Yeni)","6","İzmir","Bayraklı"
"1300000","2","2","40","0 (Yeni)","4","İzmir","Bayraklı"
"3925000","6","3","220","4","3","İzmir","Bayraklı"
"4250000","6","6","220","0 (Yeni)","6","İzmir","Bayraklı"
"2100000","4","1","160","2","3","İzmir","Bayraklı"
"2345000","4","1","130","5-10","3","İzmir","Bayraklı"
"2625000","4","5","120","21 Ve Üzeri","7","İzmir","Bayraklı"
"2625000","4","3","130","5-10","3","İzmir","Bayraklı"
"1800000","3","4","84","16-20","4","İzmir","Bayraklı"
"2250000","4","1","125","21 Ve Üzeri","7","İzmir","Bayraklı"
"2250000","3","3","100","2","4","İzmir","Bayraklı"
"2100000","3","3","80","16-20","3","İzmir","Bayraklı"
"5500000","5","7","240","16-20","7","İzmir","Bayraklı"
"4650000","4","4","145","4","5","İzmir","Bayraklı"
"4750000","4","1","220","11-15","5","İzmir","Bayraklı"
"2500000","4","6","130","21 Ve Üzeri","7","İzmir","Bayraklı"
"6500000","3","7","155","0 (Yeni)","7","İzmir","Bayraklı"
"3950000","4","1","150","21 Ve Üzeri","10","İzmir","Bayraklı"
